"('rif', 1173)"
"('patternsofphenotypiccorrelationsamongmorphologicaltraitsacrossplantsandanimals', 15)"
"('scrapheapchallengeanovelbulkbonemetabarcodingmethodtoinvestigateancientdnainfaunalassemblages', 15)"
"('janoborski', 15)"
"('sundaywebry', 15)"
"('kamaitachinoyorurinnesaisei', 15)"
"('ohseunghoon', 15)"
"('discoveryofalipidsynthesisingorganintheauditorysystemofaninsect', 15)"
"('largescalespatialpopulationdatabasesininfectiousdiseaseresearch', 15)"
"('benjaminaugustgimmerthal', 15)"
"('electricfieldenhancedhydrogenstorageonpolarizablematerialssubstrates', 15)"
"('bookreviews', 15)"
"('sourcesanddepositionofpolycyclicaromatichydrocarbonstowesternusnationalparks', 15)"
"('frequencyofbasicenglishgrammaticalstructuresacorpusanalysis', 15)"
"('notesonbooks', 15)"
"('reviewkuruanditscontributiontomedicine', 15)"
"('laminaatoolforrapidquantificationofleafsizeandshapeparameters', 15)"
"('seppoeskelinen', 15)"
"('greattijucawaterfall', 15)"
"('environmentalandsocialchangedrivetheexplosiveemergenceofzikavirusintheamericas', 15)"
"('environmentalcontaminantsandpancreaticbetacells', 15)"
"('brucellamelitensisprostheticjointinfectioninatravellerreturningtotheukfromthailandcasereportandreviewoftheliterature', 15)"
"('crygetteratooltoautomateretrievalandanalysisofcryproteindata', 15)"
"('largeareamolybdenumdisulphideepitaxialgrapheneverticalvanderwaalsheterostructures', 15)"
"('stainfreehistopathologybyprogrammablesupercontinuumpulses', 15)"
"('populationgeneticanalysisrevealsahighgeneticdiversityinthebraziliancryptococcusgattiivgiipopulationandshiftstheglobaloriginfromtheamazonrainforesttothesemiariddesertinthenortheastofbrazil', 15)"
"('novelborreliaspeciesdetectedinechidnaticksbothriocrotonconcolorinaustralia', 15)"
"('thegenomeoftheemergingbarleypathogenramulariacollocygni', 15)"
"('norepinephrineanditsmetabolitesareinvolvedinthesynthesisofneuromelaninderivedfromthelocuscoeruleus', 15)"
"('alceoercolani', 15)"
"('phillisemilycunnington', 15)"
"('pseudopedobacterbeijingensis', 15)"
"('donaldhobern', 15)"
"('danielmerriman', 15)"
"('aldotrione', 15)"
"('keepassxc', 15)"
"('frankverbunt', 15)"
"('judithandherservantwiththeheadofholofernes', 15)"
"('vokeshillcornertocookroad', 15)"
"('europeanhaemophiliaconsortiumehc', 15)"
"('fiveportraits', 15)"
"('qazimujahidulislamqasmi', 15)"
"('theoldmanandthegun', 15)"
"('frodeberg', 15)"
"('fruitlandformation', 15)"
"('funiculus', 15)"
"('georgecraddock', 15)"
"('georgedaugherty', 15)"
"('georgetaylorshillitofarquhar', 15)"
"('georgelcarlson', 15)"
"('georgeobrien', 15)"
"('georgeporter', 15)"
"('holgerahlenius', 15)"
"('georgetice', 15)"
"('erikabrahamsen', 15)"
"('gilbertlongden', 15)"
"('giovannagray', 15)"
"('giusepperomani', 15)"
"('glycerolmonostearate', 15)"
"('nealbishop', 15)"
"('goodsamaritanhospital', 15)"
"('gordoncollege', 15)"
"('graceepiscopalchurchcomplex', 15)"
"('grahampotter', 15)"
"('johanerikcederblom', 15)"
"('johanerikcervin', 15)"
"('fredrikdahl', 15)"
"('gunforacoward', 15)"
"('henridubois', 15)"
"('hackney', 15)"
"('hagenhanrailwaystation', 15)"
"('haleyking', 15)"
"('alfonsoespinosadelosmonteros', 15)"
"('alfonsodefonseca', 15)"
"('harrypursey', 15)"
"('harwoodharrison', 15)"
"('haydenpowell', 15)"
"('cajasocialbank', 15)"
"('birgerforsberg', 15)"
"('abrahamforssell', 15)"
"('herveyrange', 15)"
"('davosseaworth', 15)"
"('dracaenaaubryana', 15)"
"('dragodeicoddelosvinos', 15)"
"('keijiimamura', 15)"
"('farmaciascruzverde', 15)"
"('franciscoarroyovieyra', 15)"
"('hitachilgdatastorage', 15)"
"('gabrielcocha', 15)"
"('herdereditorial', 15)"
"('housekeepingcamp', 15)"
"('internadonacionalbarrosarana', 15)"
"('gerhardlarsson', 15)"
"('hurricanehilda', 15)"
"('phillipmarshak', 15)"
"('europeanfoulbrood', 15)"
"('hydropteron', 15)"
"('marcelorichotti', 15)"
"('maxberliner', 15)"
"('inperson', 15)"
"('misscaffeina', 15)"
"('moonshine', 15)"
"('johannesolivegren', 15)"
"('karlaxelpehrson', 15)"
"('assassinscreedivblackflag', 15)"
"('pabloespinoza', 15)"
"('christianramus', 15)"
"('irmgardtrojer', 15)"
"('enarsahlin', 15)"
"('royalltmoore', 15)"
"('selemsafar', 15)"
"('sietes', 15)"
"('japanesedestroyeruranami', 15)"
"('jamesmaccoll', 15)"
"('jamesramsden', 15)"
"('jankostka', 15)"
"('japaneseescortkunashiri', 15)"
"('jeannickolaustrettercollectioningaylesbianbisexualandtransgenderstudies', 15)"
"('jessiebuckley', 15)"
"('joannaignaczewska', 15)"
"('sasnowka', 15)"
"('lilianwestcotthale', 15)"
"('louisshotridge', 15)"
"('lukkrung', 15)"
"('mabelcookcole', 15)"
"('mandoc', 15)"
"('marathonitoidea', 15)"
"('marbleheadlight', 15)"
"('margaretclark', 15)"
"('margaretlevi', 15)"
"('margaretverney', 15)"
"('maryelizabethkail', 15)"
"('massimoluongo', 15)"
"('matthewclamanna', 15)"
"('matthewmercer', 15)"
"('templatemain', 15)"
"('mercymedicalcenter', 15)"
"('mesaverdeadministrativedistrict', 15)"
"('metropolitanwaterworksandseweragesystem', 15)"
"('miamottley', 15)"
"('michaelenglish', 15)"
"('categoryamericanhorrorfilms', 15)"
"('avnerholtzman', 15)"
"('mirrorlake', 15)"
"('mitchwilson', 15)"
"('miyukimatsushita', 15)"
"('mohammadasrarulhaque', 15)"
"('mollyscottcato', 15)"
"('morganphilipsprice', 15)"
"('murraywilcox', 15)"
"('michafridman', 15)"
"('musicintheair', 15)"
"('naduvalur', 15)"
"('nathancoopergristmill', 15)"
"('nationalsecurityservice', 15)"
"('categoryargentinepeople', 15)"
"('nigelbirchbaronrhyl', 15)"
"('nigerianenglish', 15)"
"('nikolaivanov', 15)"
"('ninongering', 15)"
"('nitetalesthemovie', 15)"
"('noelpagan', 15)"
"('npm', 15)"
"('oliversghost', 15)"
"('onionpowder', 15)"
"('ononin', 15)"
"('oscarwiggli', 15)"
"('prsundaram', 15)"
"('paltinuriver', 15)"
"('pamelakimaichen', 15)"
"('pardonmypast', 15)"
"('patoneill', 15)"
"('patricegerges', 15)"
"('patricialake', 15)"
"('patrickmcnairwilson', 15)"
"('patuxentriverstatepark', 15)"
"('paulbryan', 15)"
"('paulrose', 15)"
"('peterpatmore', 15)"
"('pianoquartet', 15)"
"('piotrzborowski', 15)"
"('piyatuabtoaaja', 15)"
"('poggenhagenrailwaystation', 15)"
"('porcupineflatcampground', 15)"
"('posterpaint', 15)"
"('praguebritishinternationalschool', 15)"
"('wednesday', 14)"
"('nyancat', 14)"
"('alabama', 14)"
"('freesoftware', 14)"
"('wikileaks', 14)"
"('internetarchive', 14)"
"('vladimirvysotsky', 14)"
"('allsaints', 14)"
"('iona', 14)"
"('katebush', 14)"
"('sulfur', 14)"
"('nauru', 14)"
"('calcium', 14)"
"('cobalt', 14)"
"('plant', 14)"
"('arizona', 14)"
"('thesimpsons', 14)"
"('yekaterinburg', 14)"
"('chelyabinsk', 14)"
"('alkmaar', 14)"
"('mahatmagandhi', 14)"
"('comic', 14)"
"('karlsruhe', 14)"
"('geology', 14)"
"('berlinhauptbahnhof', 14)"
"('xenon', 14)"
"('bankimoon', 14)"
"('matterhorn', 14)"
"('texas', 14)"
"('organ', 14)"
"('cebucity', 14)"
"('bordeaux', 14)"
"('mississippiriver', 14)"
"('altona', 14)"
"('charlesaznavour', 14)"
"('hochiminhcity', 14)"
"('formulaone', 14)"
"('saskatchewan', 14)"
"('charlesdegaulle', 14)"
"('russiansovietfederativesocialistrepublic', 14)"
"('georgespompidou', 14)"
"('firstindustrialrevolution', 14)"
"('piusxii', 14)"
"('erichhonecker', 14)"
"('walterulbricht', 14)"
"('chucknorris', 14)"
"('wilhelmii', 14)"
"('krefeld', 14)"
"('herne', 14)"
"('leverkusen', 14)"
"('ulm', 14)"
"('doubs', 14)"
"('bari', 14)"
"('freetown', 14)"
"('konstanz', 14)"
"('rheine', 14)"
"('luanda', 14)"
"('windhoek', 14)"
"('bamberg', 14)"
"('aschaffenburg', 14)"
"('portofhamburg', 14)"
"('wesel', 14)"
"('dukeellington', 14)"
"('vfbstuttgart', 14)"
"('mountsthelens', 14)"
"('nematoda', 14)"
"('kirov', 14)"
"('andreadelsarto', 14)"
"('geoffreychaucer', 14)"
"('kemerovooblast', 14)"
"('joebiden', 14)"
"('oberkirch', 14)"
"('emperorjingofhan', 14)"
"('socialism', 14)"
"('auschwitzconcentrationcamp', 14)"
"('panamacanal', 14)"
"('dolphin', 14)"
"('peytonmanning', 14)"
"('giuseppearcimboldo', 14)"
"('sakhalin', 14)"
"('avalanche', 14)"
"('word', 14)"
"('albdonaukreis', 14)"
"('biberach', 14)"
"('literacy', 14)"
"('athena', 14)"
"('manga', 14)"
"('federalbureauofinvestigation', 14)"
"('illumination', 14)"
"('reggiocalabria', 14)"
"('juice', 14)"
"('pisces', 14)"
"('galen', 14)"
"('stevenspielberg', 14)"
"('counciloftheeuropeanunion', 14)"
"('johannesgutenberg', 14)"
"('exeterinternationalairport', 14)"
"('irish', 14)"
"('unitedstatesarmy', 14)"
"('taoism', 14)"
"('ovary', 14)"
"('kernel', 14)"
"('michaelschumacher', 14)"
"('primaryschool', 14)"
"('zhengdeemperor', 14)"
"('jiajingemperor', 14)"
"('lebak', 14)"
"('carina', 14)"
"('garmischpartenkirchen', 14)"
"('taurus', 14)"
"('benfoster', 14)"
"('montecchio', 14)"
"('karenbardsley', 14)"
"('karencarney', 14)"
"('anonymous', 14)"
"('nut', 14)"
"('robot', 14)"
"('massmedia', 14)"
"('telephone', 14)"
"('thepentagon', 14)"
"('troll', 14)"
"('manhattan', 14)"
"('function', 14)"
"('angle', 14)"
"('aircraft', 14)"
"('glass', 14)"
"('aaliyah', 14)"
"('weather', 14)"
"('andreashofer', 14)"
"('zacharytaylor', 14)"
"('addiction', 14)"
"('cholera', 14)"
"('betelgeuse', 14)"
"('antares', 14)"
"('watson', 14)"
"('inna', 14)"
"('torcy', 14)"
"('detroit', 14)"
"('havanaprovince', 14)"
"('steamengine', 14)"
"('sword', 14)"
"('raymondbarre', 14)"
"('epsilonaurigae', 14)"
"('sora', 14)"
"('ravenna', 14)"
"('carrara', 14)"
"('churchoftheholyspirit', 14)"
"('villacidro', 14)"
"('trapani', 14)"
"('agrigento', 14)"
"('thebattery', 14)"
"('abra', 14)"
"('biliran', 14)"
"('davaooriental', 14)"
"('launion', 14)"
"('zambales', 14)"
"('terrassa', 14)"
"('marissamayer', 14)"
"('primeminister', 14)"
"('lizaminnelli', 14)"
"('solaris', 14)"
"('tiruchirappallidistrict', 14)"
"('williamhamilton', 14)"
"('universityofhongkong', 14)"
"('provinceofreggioemilia', 14)"
"('provinceofvarese', 14)"
"('provinceofverbanocusioossola', 14)"
"('adenophorea', 14)"
"('uno', 14)"
"('circle', 14)"
"('xavi', 14)"
"('graffiti', 14)"
"('mobilephone', 14)"
"('anomie', 14)"
"('katyusha', 14)"
"('mainlandchina', 14)"
"('fritzlang', 14)"
"('searchengine', 14)"
"('capellini', 14)"
"('andreocseh', 14)"
"('semanticmediawiki', 14)"
"('hayes', 14)"
"('muse', 14)"
"('ennery', 14)"
"('breadroll', 14)"
"('westheim', 14)"
"('rutland', 14)"
"('solanumlycopersicum', 14)"
"('dmitrymedvedev', 14)"
"('theclown', 14)"
"('steubencounty', 14)"
"('japaneseeraname', 14)"
"('guernsey', 14)"
"('meteorology', 14)"
"('isotope', 14)"
"('hughdalton', 14)"
"('hoggarmountains', 14)"
"('fukuoka', 14)"
"('orca', 14)"
"('seaofjapan', 14)"
"('onthetown', 14)"
"('worldwarz', 14)"
"('elescorial', 14)"
"('profession', 14)"
"('franciscofranco', 14)"
"('amancioortega', 14)"
"('kingdomofthenetherlands', 14)"
"('conner', 14)"
"('commonlaw', 14)"
"('christmasisland', 14)"
"('lucero', 14)"
"('philadelphiainternationalrecords', 14)"
"('singaporechangiairport', 14)"
"('alfonsoxiiofspain', 14)"
"('lusatia', 14)"
"('castanheira', 14)"
"('wienschwechatairport', 14)"
"('sennaciecaasociotutmonda', 14)"
"('allen', 14)"
"('ho', 14)"
"('yevpatoria', 14)"
"('frederickiiofprussia', 14)"
"('people', 14)"
"('tsaghkavan', 14)"
"('saraiki', 14)"
"('hausa', 14)"
"('roubaix', 14)"
"('swan', 14)"
"('belief', 14)"
"('aleksandrsolzhenitsyn', 14)"
"('helicopter', 14)"
"('childbirth', 14)"
"('kyoto', 14)"
"('compass', 14)"
"('gaby', 14)"
"('website', 14)"
"('benvorlich', 14)"
"('mikelmartinez', 14)"
"('celts', 14)"
"('folklore', 14)"
"('kumyk', 14)"
"('porto', 14)"
"('sakata', 14)"
"('pali', 14)"
"('nganasan', 14)"
"('childrensday', 14)"
"('redbloodcell', 14)"
"('pierrecurie', 14)"
"('galena', 14)"
"('thomashobbes', 14)"
"('consonant', 14)"
"('hamas', 14)"
"('carlpeterthunberg', 14)"
"('desmoines', 14)"
"('laoag', 14)"
"('prison', 14)"
"('joancrawford', 14)"
"('tweed', 14)"
"('ro', 14)"
"('diarrhea', 14)"
"('urine', 14)"
"('porsche', 14)"
"('hezbollah', 14)"
"('cava', 14)"
"('nicolaspoussin', 14)"
"('ethnicgroup', 14)"
"('ghostrider', 14)"
"('obama', 14)"
"('fareasternfederaldistrict', 14)"
"('blackdeath', 14)"
"('natividad', 14)"
"('vicepresident', 14)"
"('whigparty', 14)"
"('lamaglama', 14)"
"('campagne', 14)"
"('abbiategrasso', 14)"
"('audreyhepburn', 14)"
"('tattoo', 14)"
"('edwinhubble', 14)"
"('esinolario', 14)"
"('tk', 14)"
"('galatasaraysk', 14)"
"('apostle', 14)"
"('guayaquil', 14)"
"('passport', 14)"
"('businessperson', 14)"
"('eddiemurphy', 14)"
"('liaoning', 14)"
"('markham', 14)"
"('yuriandropov', 14)"
"('hulkhogan', 14)"
"('williamgolding', 14)"
"('offthewall', 14)"
"('pancake', 14)"
"('hollywoodundead', 14)"
"('pietrogasparri', 14)"
"('venantiusfortunatus', 14)"
"('franzstuck', 14)"
"('overthere', 14)"
"('sailor', 14)"
"('madigan', 14)"
"('haraldlesch', 14)"
"('karlbraun', 14)"
"('bailleul', 14)"
"('annandale', 14)"
"('ibnarabi', 14)"
"('fijihindi', 14)"
"('heavensgate', 14)"
"('ismailqemali', 14)"
"('halflife', 14)"
"('miltonfriedman', 14)"
"('structuredquerylanguage', 14)"
"('sansiro', 14)"
"('leganord', 14)"
"('kirillmoskalenko', 14)"
"('filippgolikov', 14)"
"('beowulf', 14)"
"('provinceofturkey', 14)"
"('hippocampus', 14)"
"('newbritain', 14)"
"('durham', 14)"
"('solana', 14)"
"('dart', 14)"
"('ilonastaller', 14)"
"('huguesaufray', 14)"
"('ramon', 14)"
"('prefectureofjapan', 14)"
"('ansonchan', 14)"
"('molina', 14)"
"('cali', 14)"
"('prideparade', 14)"
"('michaelcurtiz', 14)"
"('resurrectionofjesus', 14)"
"('herodthegreat', 14)"
"('brownsville', 14)"
"('pasadena', 14)"
"('chiangmai', 14)"
"('habitat', 14)"
"('sancassiano', 14)"
"('gate', 14)"
"('adventuretime', 14)"
"('jadwigaofpoland', 14)"
"('haverhill', 14)"
"('pomeranianvoivodeship', 14)"
"('calumpit', 14)"
"('bioniccommando', 14)"
"('telde', 14)"
"('subic', 14)"
"('fortress', 14)"
"('ebay', 14)"
"('ludwigreichenbach', 14)"
"('thioridazine', 14)"
"('cesa', 14)"
"('ernstwernervonsiemens', 14)"
"('punjabi', 14)"
"('andreaskrieger', 14)"
"('summerslam', 14)"
"('randysavage', 14)"
"('carlgustafrossby', 14)"
"('karlheinrichulrichs', 14)"
"('sergeaurier', 14)"
"('marioadorf', 14)"
"('salinecounty', 14)"
"('brandon', 14)"
"('felixdahn', 14)"
"('phillipscounty', 14)"
"('huberthahne', 14)"
"('hansalbert', 14)"
"('magdaschneider', 14)"
"('kurtgoldstein', 14)"
"('alfonso', 14)"
"('wernerkrauss', 14)"
"('bangor', 14)"
"('sebastiankoch', 14)"
"('woodbridge', 14)"
"('franzkaiser', 14)"
"('artillery', 14)"
"('arcdetriomphe', 14)"
"('andreafischer', 14)"
"('pinehill', 14)"
"('santantonino', 14)"
"('kennedy', 14)"
"('cagetheelephant', 14)"
"('shiloh', 14)"
"('waverly', 14)"
"('irmtraudmorgner', 14)"
"('ernstschwarz', 14)"
"('lisle', 14)"
"('fey', 14)"
"('dommartin', 14)"
"('alkaloid', 14)"
"('serravalle', 14)"
"('wilhelmwolff', 14)"
"('wilhelmmeyer', 14)"
"('capri', 14)"
"('hanskoch', 14)"
"('methenamine', 14)"
"('camillahorn', 14)"
"('rudolfjugert', 14)"
"('themaltesefalcon', 14)"
"('jonathan', 14)"
"('hermannbauer', 14)"
"('rickkavanian', 14)"
"('wilhelmstreitberg', 14)"
"('kathrinschmidt', 14)"
"('paulheyse', 14)"
"('josephii', 14)"
"('roberthuber', 14)"
"('matthiasjakobschleiden', 14)"
"('margothonecker', 14)"
"('sophiescholl', 14)"
"('wilhelmcuno', 14)"
"('mariamichalk', 14)"
"('reginehildebrandt', 14)"
"('egonerwinkisch', 14)"
"('lakeview', 14)"
"('hardy', 14)"
"('motion', 14)"
"('cervuselaphus', 14)"
"('armenians', 14)"
"('jamesviandi', 14)"
"('bethel', 14)"
"('mayflower', 14)"
"('johntravolta', 14)"
"('elysium', 14)"
"('manchuria', 14)"
"('aria', 14)"
"('sacco', 14)"
"('dare', 14)"
"('georgeberkeley', 14)"
"('splash', 14)"
"('martinbossange', 14)"
"('henridetoulouselautrec', 14)"
"('zenith', 14)"
"('alexthomas', 14)"
"('minister', 14)"
"('sanginesio', 14)"
"('gemstone', 14)"
"('sisters', 14)"
"('sasanianempire', 14)"
"('wilsoncounty', 14)"
"('karlradek', 14)"
"('eduardschwartz', 14)"
"('davidlama', 14)"
"('theodorweber', 14)"
"('eduardreutnicolussi', 14)"
"('garrison', 14)"
"('christianweise', 14)"
"('ghostintheshell', 14)"
"('roberttaylor', 14)"
"('gaia', 14)"
"('locomotive', 14)"
"('biscay', 14)"
"('cmon', 14)"
"('elene', 14)"
"('shirleymaclaine', 14)"
"('petrareski', 14)"
"('georgrichter', 14)"
"('violetta', 14)"
"('karlschulz', 14)"
"('petervogel', 14)"
"('johanneskreidler', 14)"
"('johannjosefdemmel', 14)"
"('gorgon', 14)"
"('freshwater', 14)"
"('ottolang', 14)"
"('shabbat', 14)"
"('nix', 14)"
"('mnemosyne', 14)"
"('abbot', 14)"
"('hallandcounty', 14)"
"('indigenouspeople', 14)"
"('belayakalitva', 14)"
"('peterweber', 14)"
"('maxfischer', 14)"
"('hypochondriasis', 14)"
"('maundythursday', 14)"
"('rykleborger', 14)"
"('cainta', 14)"
"('georgegrosz', 14)"
"('georgklein', 14)"
"('meditation', 14)"
"('bighorncounty', 14)"
"('paulfridolinkehr', 14)"
"('carriefisher', 14)"
"('wolfgangherrndorf', 14)"
"('karlbrunner', 14)"
"('duet', 14)"
"('hubertmarkl', 14)"
"('bulgars', 14)"
"('fuji', 14)"
"('dawsoncounty', 14)"
"('marshal', 14)"
"('nathanbirnbaum', 14)"
"('torture', 14)"
"('jonmoxley', 14)"
"('frankjensen', 14)"
"('tongjiangcounty', 14)"
"('aminmaalouf', 14)"
"('bulkemailsoftware', 14)"
"('kaleidoscope', 14)"
"('wilsondisease', 14)"
"('dina', 14)"
"('freakyfriday', 14)"
"('federaldistrict', 14)"
"('kaga', 14)"
"('aroomwithaview', 14)"
"('juliuspetersen', 14)"
"('johanneswolf', 14)"
"('georgscheffers', 14)"
"('alexwilkinson', 14)"
"('richardrernst', 14)"
"('strasburg', 14)"
"('insidious', 14)"
"('porno', 14)"
"('honeycomb', 14)"
"('poplar', 14)"
"('clarahaskil', 14)"
"('millbank', 14)"
"('nolimetangere', 14)"
"('rebellion', 14)"
"('taste', 14)"
"('sibyllelewitscharoff', 14)"
"('georgeiiiofgreatbritain', 14)"
"('frankzappa', 14)"
"('sapphire', 14)"
"('cataract', 14)"
"('midland', 14)"
"('nomad', 14)"
"('scentofawoman', 14)"
"('johnamacdonald', 14)"
"('forza', 14)"
"('thelustymen', 14)"
"('motherearth', 14)"
"('azerbaijannationalacademyofsciences', 14)"
"('larva', 14)"
"('dysentery', 14)"
"('mariobalotelli', 14)"
"('estoniankroon', 14)"
"('risataneda', 14)"
"('heimdall', 14)"
"('annapolitkovskaya', 14)"
"('heatpump', 14)"
"('papaversomniferum', 14)"
"('farm', 14)"
"('polenta', 14)"
"('hepatitis', 14)"
"('pin', 14)"
"('imelda', 14)"
"('suzhoudistrict', 14)"
"('acesulfamepotassium', 14)"
"('joaniicountessofauvergne', 14)"
"('icon', 14)"
"('josefina', 14)"
"('gill', 14)"
"('glycerol', 14)"
"('mycenae', 14)"
"('polanco', 14)"
"('thomashardy', 14)"
"('pauliii', 14)"
"('shmuelyosefagnon', 14)"
"('leg', 14)"
"('lucylawless', 14)"
"('combustion', 14)"
"('learning', 14)"
"('airship', 14)"
"('illuminati', 14)"
"('jeanbaptisteperrin', 14)"
"('trumancapote', 14)"
"('fury', 14)"
"('suez', 14)"
"('exeter', 14)"
"('pauljozefcrutzen', 14)"
"('natkingcole', 14)"
"('voronezhstateagrarianuniversity', 14)"
"('near', 14)"
"('lancastercounty', 14)"
"('zachroerig', 14)"
"('volgakamacascade', 14)"
"('windwardislands', 14)"
"('alexisdetocqueville', 14)"
"('jameshargreaves', 14)"
"('pearljam', 14)"
"('vilanovadarainha', 14)"
"('zalmanking', 14)"
"('galileo', 14)"
"('liberec', 14)"
"('alphonsemucha', 14)"
"('peel', 14)"
"('jeanbaptistecamillecorot', 14)"
"('fence', 14)"
"('novella', 14)"
"('anthonyvandyck', 14)"
"('tigeri', 14)"
"('januszkorczak', 14)"
"('destinyschild', 14)"
"('deutschewelle', 14)"
"('nothing', 14)"
"('nano', 14)"
"('bede', 14)"
"('royaldutchshell', 14)"
"('alienvspredator', 14)"
"('sbbhistoricstiftunghistorischeserbedersbb', 14)"
"('turtleislands', 14)"
"('jeanmichelbasquiat', 14)"
"('johnsingersargent', 14)"
"('jagdtiger', 14)"
"('eugenewigner', 14)"
"('tenofovir', 14)"
"('opava', 14)"
"('omar', 14)"
"('treatyofparis', 14)"
"('nashorn', 14)"
"('primulaceae', 14)"
"('dolyna', 14)"
"('vasilychuikov', 14)"
"('livonianbrothersofthesword', 14)"
"('loviscorinth', 14)"
"('riomarina', 14)"
"('namjunepaik', 14)"
"('vanessacardui', 14)"
"('private', 14)"
"('tanganyikaterritory', 14)"
"('thereader', 14)"
"('secondaryschool', 14)"
"('glaucoma', 14)"
"('jmwturner', 14)"
"('broker', 14)"
"('rackel', 14)"
"('niedergurig', 14)"
"('zschorna', 14)"
"('wuischke', 14)"
"('meschwitz', 14)"
"('shivers', 14)"
"('californiainstituteoftechnology', 14)"
"('theghost', 14)"
"('shepetivka', 14)"
"('faustacornelia', 14)"
"('intersection', 14)"
"('tulipasylvestris', 14)"
"('tulipagesneriana', 14)"
"('ddt', 14)"
"('mitte', 14)"
"('himantoglossum', 14)"
"('tiktok', 14)"
"('robertrauschenberg', 14)"
"('funk', 14)"
"('mobutuseseseko', 14)"
"('greatfireoflondon', 14)"
"('bernardobellotto', 14)"
"('worldbookday', 14)"
"('infection', 14)"
"('afyonkarahisar', 14)"
"('mayonnaise', 14)"
"('jamesmccarthy', 14)"
"('zbigniewbrzezinski', 14)"
"('dukeuniversity', 14)"
"('glove', 14)"
"('earthgirlsareeasy', 14)"
"('harukashimazaki', 14)"
"('landsend', 14)"
"('drive', 14)"
"('justthewayyouare', 14)"
"('constance', 14)"
"('chimney', 14)"
"('henryjames', 14)"
"('kotor', 14)"
"('elishaotis', 14)"
"('matthewperry', 14)"
"('ebianyiautonomouscounty', 14)"
"('neworleanspelicans', 14)"
"('stevenchu', 14)"
"('royalnavy', 14)"
"('khazars', 14)"
"('jomokenyatta', 14)"
"('johncooper', 14)"
"('radius', 14)"
"('neo', 14)"
"('antoniovalencia', 14)"
"('agoraphobia', 14)"
"('universityofcalifornialosangeles', 14)"
"('biri', 14)"
"('mondragon', 14)"
"('nurlat', 14)"
"('marengo', 14)"
"('son', 14)"
"('prisonerofparadise', 14)"
"('pavlovsk', 14)"
"('transcription', 14)"
"('stepheniofhungary', 14)"
"('alans', 14)"
"('poultry', 14)"
"('soulfly', 14)"
"('tradeunion', 14)"
"('occult', 14)"
"('explosion', 14)"
"('causality', 14)"
"('martinbeck', 14)"
"('igorastarloa', 14)"
"('georgymalenkov', 14)"
"('bedouin', 14)"
"('johnwilkesbooth', 14)"
"('garyanderson', 14)"
"('humantrafficking', 14)"
"('mikhailglinka', 14)"
"('naha', 14)"
"('fossa', 14)"
"('jeannecalment', 14)"
"('zimmermann', 14)"
"('bing', 14)"
"('romanprovince', 14)"
"('harperlee', 14)"
"('newtgingrich', 14)"
"('thesixthsense', 14)"
"('maxheindel', 14)"
"('newage', 14)"
"('territory', 14)"
"('dieppe', 14)"
"('twentythousandleaguesunderthesea', 14)"
"('sevenhillsofrome', 14)"
"('jurist', 14)"
"('williamadams', 14)"
"('holysaturday', 14)"
"('grandduchyofbaden', 14)"
"('thomaswyatt', 14)"
"('timcahill', 14)"
"('monstersinc', 14)"
"('invariant', 14)"
"('bran', 14)"
"('sepaktakraw', 14)"
"('imperialcollegelondon', 14)"
"('voting', 14)"
"('berlincentralandregionallibrary', 14)"
"('familytree', 14)"
"('centralafricanempire', 14)"
"('fightclub', 14)"
"('carnegiemellonuniversity', 14)"
"('transsexualism', 14)"
"('garybecker', 14)"
"('seanbean', 14)"
"('milagros', 14)"
"('mikhailfrunze', 14)"
"('guidoofarezzo', 14)"
"('ihaveadream', 14)"
"('polycarp', 14)"
"('hostage', 14)"
"('present', 14)"
"('kea', 14)"
"('daphnedumaurier', 14)"
"('vicar', 14)"
"('lullaby', 14)"
"('thewizardofoz', 14)"
"('psyche', 14)"
"('lintongdistrict', 14)"
"('ktouch', 14)"
"('riposte', 14)"
"('williamwalker', 14)"
"('torzhok', 14)"
"('zezhoucounty', 14)"
"('thewolverine', 14)"
"('zhuolucounty', 14)"
"('monkeyshines', 14)"
"('taormina', 14)"
"('latakia', 14)"
"('mariagaetanaagnesi', 14)"
"('thewickerman', 14)"
"('battleofvienna', 14)"
"('historian', 14)"
"('dannemarie', 14)"
"('gondar', 14)"
"('makotokobayashi', 14)"
"('angus', 14)"
"('campi', 14)"
"('fahrenheit', 14)"
"('qi', 14)"
"('alexeikosygin', 14)"
"('ziguinchor', 14)"
"('comeearlymorning', 14)"
"('zillingdorf', 14)"
"('napier', 14)"
"('pneumothorax', 14)"
"('sonjahenie', 14)"
"('gertycori', 14)"
"('zohar', 14)"
"('jeanponsguillaumeviennet', 14)"
"('londonboroughofhackney', 14)"
"('rockptarmigan', 14)"
"('goddess', 14)"
"('thomaswolsey', 14)"
"('sergeykirov', 14)"
"('circusmaximus', 14)"
"('prototype', 14)"
"('pleasure', 14)"
"('patch', 14)"
"('luckyluciano', 14)"
"('apollolunarmodule', 14)"
"('pantin', 14)"
"('deltaforce', 14)"
"('ristoryti', 14)"
"('palmiticacid', 14)"
"('pyridine', 14)"
"('hmsarkroyal', 14)"
"('thething', 14)"
"('physicalgraffiti', 14)"
"('brens', 14)"
"('bacillus', 14)"
"('rudygiuliani', 14)"
"('artemisiagentileschi', 14)"
"('pancreaticcancer', 14)"
"('enoch', 14)"
"('universityofvirginia', 14)"
"('rosenrot', 14)"
